row_idx,date,original_text,n_items,n_matched,n_unmatched,matches
2548,2024-04-20,Pineapple Juice Pineapple Juice,1,1,0,"[{""item"": ""Pineapple Juice Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2549,2024-04-20,"Ruth's African(Ofada, stew) + Grilled Chicken + RCF + Pineapple Juice Ruth's African(Ofada, stew) + Grilled Chicken + RCF + Pineapple Juice",11,11,0,"[{""item"": ""Ruth's African"", ""usda_match"": ""Candies, NESTLE, BABY RUTH Bar"", ""score"": 0.325, ""portion_g"": 150.0}, {""item"": ""Ofada"", ""usda_match"": ""Rice, white, short-grain, cooked, unenriched"", ""score"": 0.561, ""portion_g"": 150.0}, {""item"": ""stew"", ""usda_match"": ""Onions, raw"", ""score"": 0.274, ""portion_g"": 150}, {""item"": ""Grilled Chicken"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice Ruth's African"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.431, ""portion_g"": 240}, {""item"": ""Ofada"", ""usda_match"": ""Rice, white, short-grain, cooked, unenriched"", ""score"": 0.561, ""portion_g"": 150.0}, {""item"": ""stew"", ""usda_match"": ""Onions, raw"", ""score"": 0.274, ""portion_g"": 150}, {""item"": ""Grilled Chicken"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2550,2024-04-20,Grilled Pork Chop + Cucumber Grilled Pork Chop + Cucumber,3,3,0,"[{""item"": ""Grilled Pork Chop"", ""usda_match"": ""Veal, loin, chop, separable lean only, cooked, grilled"", ""score"": 0.386, ""portion_g"": 120}, {""item"": ""Cucumber Grilled Pork Chop"", ""usda_match"": ""Veal, loin, chop, separable lean only, cooked, grilled"", ""score"": 0.349, ""portion_g"": 120}, {""item"": ""Cucumber"", ""usda_match"": ""Cucumber, peeled, raw"", ""score"": 1.0, ""portion_g"": 150.0}]"
2551,2024-04-21,"Ruth's African(Okro Soup) + RCF + Eba + Grilled(chicken, pork chop) + Polar Tonic Water Ruth's African(Okro Soup) + RCF + Eba + Grilled(chicken, pork chop) + Polar Tonic Water",15,15,0,"[{""item"": ""Ruth's African"", ""usda_match"": ""Candies, NESTLE, BABY RUTH Bar"", ""score"": 0.325, ""portion_g"": 150.0}, {""item"": ""Okro Soup"", ""usda_match"": ""Okra, raw"", ""score"": 0.532, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""Grilled"", ""usda_match"": ""Mushrooms, portabella, grilled"", ""score"": 0.25, ""portion_g"": 150.0}, {""item"": ""chicken"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""pork chop"", ""usda_match"": ""Veal, loin, chop, separable lean only, cooked, grilled"", ""score"": 0.347, ""portion_g"": 120}, {""item"": ""Polar Tonic Water Ruth's African"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.427, ""portion_g"": 240}, {""item"": ""Okro Soup"", ""usda_match"": ""Okra, raw"", ""score"": 0.532, ""portion_g"": 200}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""Grilled"", ""usda_match"": ""Mushrooms, portabella, grilled"", ""score"": 0.25, ""portion_g"": 150.0}, {""item"": ""chicken"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.39, ""portion_g"": 120}, {""item"": ""pork chop"", ""usda_match"": ""Veal, loin, chop, separable lean only, cooked, grilled"", ""score"": 0.347, ""portion_g"": 120}, {""item"": ""Polar Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.488, ""portion_g"": 240}]"
2552,2024-04-22,Tonic Water + Pineapple Juice Tonic Water + Pineapple Juice,3,3,0,"[{""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""Pineapple Juice Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.389, ""portion_g"": 240}, {""item"": ""Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2553,2024-04-22,"Eggs Casserol(Pepper, frank, onions, tmatoes, salt, garlic/ginger powder, olive oil) + Royal Bagel + Tea(2% Milk, Dates) Eggs Casserol(Pepper, frank, onions, tmatoes, salt, garlic/ginger powder, olive oil) + Royal Bagel + Tea(2% Milk, Dates)",19,19,0,"[{""item"": ""Eggs Casserol"", ""usda_match"": ""Pie crust, deep dish, frozen, baked, made with enriched flour"", ""score"": 0.175, ""portion_g"": 100}, {""item"": ""frank"", ""usda_match"": ""Frankfurter, beef, heated"", ""score"": 0.622, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""tmatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""garlic/ginger powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Royal Bagel"", ""usda_match"": ""Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)"", ""score"": 0.413, ""portion_g"": 100}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}, {""item"": ""Dates) Eggs Casserol(Pepper"", ""usda_match"": ""Dates, medjool"", ""score"": 0.268, ""portion_g"": 100}, {""item"": ""frank"", ""usda_match"": ""Frankfurter, beef, heated"", ""score"": 0.622, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""tmatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""garlic/ginger powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Royal Bagel"", ""usda_match"": ""Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)"", ""score"": 0.413, ""portion_g"": 100}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}, {""item"": ""Dates"", ""usda_match"": ""Dates, deglet noor"", ""score"": 1.0, ""portion_g"": 150.0}]"
2554,2024-04-23,"Eggs Casserol(Pepper, frank, onions, tmatoes, salt, garlic/ginger powder, olive oil) + Royal Bagel + Tea(2% Milk, Dates) Eggs Casserol(Pepper, frank, onions, tmatoes, salt, garlic/ginger powder, olive oil) + Royal Bagel + Tea(2% Milk, Dates)",19,19,0,"[{""item"": ""Eggs Casserol"", ""usda_match"": ""Pie crust, deep dish, frozen, baked, made with enriched flour"", ""score"": 0.175, ""portion_g"": 100}, {""item"": ""frank"", ""usda_match"": ""Frankfurter, beef, heated"", ""score"": 0.622, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""tmatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""garlic/ginger powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Royal Bagel"", ""usda_match"": ""Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)"", ""score"": 0.413, ""portion_g"": 100}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}, {""item"": ""Dates) Eggs Casserol(Pepper"", ""usda_match"": ""Dates, medjool"", ""score"": 0.268, ""portion_g"": 100}, {""item"": ""frank"", ""usda_match"": ""Frankfurter, beef, heated"", ""score"": 0.622, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""tmatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""garlic/ginger powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.793, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""Royal Bagel"", ""usda_match"": ""Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)"", ""score"": 0.413, ""portion_g"": 100}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}, {""item"": ""Dates"", ""usda_match"": ""Dates, deglet noor"", ""score"": 1.0, ""portion_g"": 150.0}]"
2555,2024-04-24,"Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bullion, salt, ginger) + RCF + Tonic Water Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bullion, salt, ginger) ",19,19,0,"[{""item"": ""Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water Rice"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.551, ""portion_g"": 240}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2556,2024-04-24,Grilled Goat Meat + RCF Grilled Goat Meat + RCF,3,3,0,"[{""item"": ""Grilled Goat Meat"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.456, ""portion_g"": 120}, {""item"": ""RCF Grilled Goat Meat"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.456, ""portion_g"": 120}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
2557,2024-04-25,"Hot dogs + Sourdough slices + Tea(Honey, 2% Milk) Hot dogs + Sourdough slices + Tea(Honey, 2% Milk)",7,7,0,"[{""item"": ""Hot dogs"", ""usda_match"": ""Corn dogs, frozen, prepared"", ""score"": 0.326, ""portion_g"": 150.0}, {""item"": ""Sourdough slices"", ""usda_match"": ""Luncheon slices, meatless"", ""score"": 0.328, ""portion_g"": 150.0}, {""item"": ""Tea(Honey, 2% Milk) Hot dogs"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.312, ""portion_g"": 21}, {""item"": ""Sourdough slices"", ""usda_match"": ""Luncheon slices, meatless"", ""score"": 0.328, ""portion_g"": 150.0}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}, {""item"": ""2% Milk"", ""usda_match"": ""Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"", ""score"": 0.431, ""portion_g"": 240}]"
2558,2024-04-25,Sneakers Bar + Tonic Water Sneakers Bar + Tonic Water,3,3,0,"[{""item"": ""Sneakers Bar"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.409, ""portion_g"": 150.0}, {""item"": ""Tonic Water Sneakers Bar"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.545, ""portion_g"": 240}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2559,2024-04-25,"Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bullion, salt, ginger) +  Tonic Water Rice(olive oli, tomatoes, salt) + Grilled Lamb(7 spices, garlic/onion powder, lemon, chcken bullion, salt, ginger) +  To",17,17,0,"[{""item"": ""Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Tonic Water Rice"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.551, ""portion_g"": 240}, {""item"": ""olive oli"", ""usda_match"": ""Olive loaf, pork"", ""score"": 0.406, ""portion_g"": 150.0}, {""item"": ""tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.657, ""portion_g"": 150.0}, {""item"": ""Grilled Lamb"", ""usda_match"": ""Lamb, New Zealand, imported, ground lamb, raw"", ""score"": 0.201, ""portion_g"": 120}, {""item"": ""garlic/onion powder"", ""usda_match"": ""Garlic, raw"", ""score"": 0.71, ""portion_g"": 150.0}, {""item"": ""lemon"", ""usda_match"": ""Lemons, raw, without peel"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""chcken bullion"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.508, ""portion_g"": 150.0}, {""item"": ""ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2560,2024-04-26,Ruth's African(Okro Soup) + Eba + Grilled Goat  + Q Mixers Tonic Water Ruth's African(Okro Soup) + Eba + Grilled Goat  + Q Mixers Tonic Water,9,9,0,"[{""item"": ""Ruth's African"", ""usda_match"": ""Candies, NESTLE, BABY RUTH Bar"", ""score"": 0.325, ""portion_g"": 150.0}, {""item"": ""Okro Soup"", ""usda_match"": ""Okra, raw"", ""score"": 0.532, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""Grilled Goat"", ""usda_match"": ""Game meat, goat, raw"", ""score"": 0.312, ""portion_g"": 120}, {""item"": ""Q Mixers Tonic Water Ruth's African"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.488, ""portion_g"": 240}, {""item"": ""Okro Soup"", ""usda_match"": ""Okra, raw"", ""score"": 0.532, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""Grilled Goat"", ""usda_match"": ""Game meat, goat, raw"", ""score"": 0.312, ""portion_g"": 120}, {""item"": ""Q Mixers Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2561,2024-04-26,Sneakers Bars + Tonic Water Sneakers Bars + Tonic Water,3,3,0,"[{""item"": ""Sneakers Bars"", ""usda_match"": ""Candies, CARAMELLO Candy Bar"", ""score"": 0.288, ""portion_g"": 150.0}, {""item"": ""Tonic Water Sneakers Bars"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.529, ""portion_g"": 240}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2562,2024-04-26,Fried Mackerel + Garri Fried Mackerel + Garri,3,3,0,"[{""item"": ""Fried Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 0.984, ""portion_g"": 150}, {""item"": ""Garri Fried Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 0.984, ""portion_g"": 150}, {""item"": ""Garri"", ""usda_match"": ""Cassava, raw"", ""score"": 0.348, ""portion_g"": 50}]"
2563,2024-04-27,Tonic Water Tonic Water,1,1,0,"[{""item"": ""Tonic Water Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2564,2024-04-27,"Coastal Flats(Lobster Bisque, Coffee)  Coastal Flats(Lobster Bisque, Coffee)",3,3,0,"[{""item"": ""Lobster Bisque"", ""usda_match"": ""Crustaceans, lobster, northern, cooked, moist heat"", ""score"": 0.961, ""portion_g"": 150.0}, {""item"": ""Coffee)  Coastal Flats(Lobster Bisque"", ""usda_match"": ""Crustaceans, lobster, northern, cooked, moist heat"", ""score"": 0.94, ""portion_g"": 240}, {""item"": ""Coffee"", ""usda_match"": ""Beverages, coffee, brewed, breakfast blend"", ""score"": 0.47, ""portion_g"": 240}]"
2565,2024-04-27,"Coastal Flats(Lobster Wrap, Potatoe fries, buns)  + Tonic Water Coastal Flats(Lobster Wrap, Potatoe fries, buns)  + Tonic Water",8,8,0,"[{""item"": ""Lobster Wrap"", ""usda_match"": ""Crustaceans, lobster, northern, cooked, moist heat"", ""score"": 0.958, ""portion_g"": 150.0}, {""item"": ""Potatoe fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""buns"", ""usda_match"": ""Cinnamon buns, frosted (includes honey buns)"", ""score"": 0.496, ""portion_g"": 150.0}, {""item"": ""Tonic Water Coastal Flats"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}, {""item"": ""Lobster Wrap"", ""usda_match"": ""Crustaceans, lobster, northern, cooked, moist heat"", ""score"": 0.958, ""portion_g"": 150.0}, {""item"": ""Potatoe fries"", ""usda_match"": ""Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated"", ""score"": 0.519, ""portion_g"": 150}, {""item"": ""buns"", ""usda_match"": ""Cinnamon buns, frosted (includes honey buns)"", ""score"": 0.496, ""portion_g"": 150.0}, {""item"": ""Tonic Water"", ""usda_match"": ""Beverages, carbonated, tonic water"", ""score"": 0.587, ""portion_g"": 240}]"
2566,2024-04-27,"coastal Flats(bread, butter)  coastal Flats(bread, butter)",3,3,0,"[{""item"": ""bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.469, ""portion_g"": 60}, {""item"": ""butter)  coastal Flats(bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.24, ""portion_g"": 14}, {""item"": ""butter"", ""usda_match"": ""Pretzels, soft, unsalted"", ""score"": 0.277, ""portion_g"": 14}]"
2567,2024-04-28,Rainbow African Restuarant(Tuwo + Ewedu) + Coasta Flats(Bread) + Malta Guiness(Pineapple juice) Rainbow African Restuarant(Tuwo + Ewedu) + Coasta Flats(Bread) + Malta Guiness(Pineapple juice),8,8,0,"[{""item"": ""Rainbow African Restuarant(Tuwo"", ""usda_match"": ""Pasta, gluten-free, corn and rice flour, cooked"", ""score"": 0.379, ""portion_g"": 150.0}, {""item"": ""Ewedu)"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.469, ""portion_g"": 60}, {""item"": ""Malta Guiness(Pineapple juice) Rainbow African Restuarant(Tuwo"", ""usda_match"": ""Orange Pineapple Juice Blend"", ""score"": 0.294, ""portion_g"": 240}, {""item"": ""Ewedu)"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.469, ""portion_g"": 60}, {""item"": ""Malta Guiness"", ""usda_match"": ""Malt beverage, includes non-alcoholic beer"", ""score"": 0.397, ""portion_g"": 330}, {""item"": ""Pineapple juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2568,2024-04-28,Sneakers Bar +  Ginger + Pineapple Juice Sneakers Bar +  Ginger + Pineapple Juice,5,5,0,"[{""item"": ""Sneakers Bar"", ""usda_match"": ""Candies, peanut bar"", ""score"": 0.409, ""portion_g"": 150.0}, {""item"": ""Ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Pineapple Juice Sneakers Bar"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.473, ""portion_g"": 240}, {""item"": ""Ginger"", ""usda_match"": ""Ginger root, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""Pineapple Juice"", ""usda_match"": ""Cranberry juice, unsweetened"", ""score"": 0.501, ""portion_g"": 240}]"
2569,2024-04-28,Rainbow African Restuarant(Ewedu) + Eba +  RCF Rainbow African Restuarant(Ewedu) + Eba +  RCF,7,7,0,"[{""item"": ""Rainbow African Restuarant"", ""usda_match"": ""Fish, smelt, rainbow, raw"", ""score"": 0.335, ""portion_g"": 150.0}, {""item"": ""Ewedu"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF Rainbow African Restuarant"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 0.939, ""portion_g"": 30}, {""item"": ""Ewedu"", ""usda_match"": ""Turnip greens, cooked, boiled, drained, with salt"", ""score"": 0.367, ""portion_g"": 150.0}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
